0,0.000
1,0.002
2,0.005
3,0.007
4,0.009
5,0.011
6,0.014
7,0.017
8,0.022
10,0.028
11,0.034
14,0.055
17,0.080
19,0.099
24,0.138
28,0.166
32,0.189
39,0.219
48,0.243
61,0.267
70,0.278
92,0.297
126,0.313
149,0.320
200,0.329
251,0.334
320,0.339
367,0.342
427,0.344
504,0.346
598,0.348
702,0.350
890,0.353
1034,0.355
1151,0.355
1343,0.355
1632,0.355
